Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Bwd IAT Total,Bwd IAT Mean,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Label
40983254.14559404,9.0,22.0,565.2511226037363,1469.25184634501,1209.4072263168473,12.43846039683065,645.6066338488649,793.4881898353841,10.14658026247314,593.400953465314,201629.78803912905,992.0499635225268,298373.9742245168,321176.6251698374,4466268.200273059,27342.97021266725,24603517.16611274,1982784.7405886957,29610901.31960003,2196453.3875164674,0.0,0.0,30.0,39.0,446.5595926859788,368.4406944763641,27.89129183946556,591.8634628679613,756.2787581728253,241.75582050184053,55759.031999573825,0.0,1.0,0.0,1.0,1.0,0.0,4.108065685057018,397.8197221771318,168.01914702439913,610.3972081650393,28238.0,62209.0,7.0,26.0,0
44685984.59231312,23.0,22.0,736.0844014370067,3685.0700850590424,1394.5813280515295,27.5066019666437,741.2673004315131,496.35212558173254,24.43080532941673,250.90563306982006,280953.28313849337,999.4224873149636,1076676.194868964,1549815.806762656,9307538.04056076,30833.320395284423,28765545.07127866,4725796.290066193,28099763.761125166,3220402.9978478923,0.0,0.0,25.0,42.0,2.3509295642177923,111.75506574091358,23.77177712055282,1193.2627333339578,352.900584898215,219.67503092811253,236036.4116651165,0.0,0.0,0.0,1.0,1.0,0.0,2.812640603779893,58.00349286712756,102.98317274967808,750.2972243876393,20316.0,36357.0,3.0,26.0,0
58050616.43632016,42.0,15.0,2118.807023808867,1043.926781903563,1167.2782626923956,28.21625461936051,661.6148106815966,114.40230455933364,22.14163360358446,309.57705692885617,359919.2892572709,516.9429432330053,2929270.8544484572,993180.9576925632,6126087.875853585,12727.619832903925,51709003.25454302,255352.79199052812,57732037.11209358,3052410.141762362,0.0,0.0,39.0,52.0,150.08077624069352,226.1564317844756,8.305486883756789,134.1078513841668,722.8621442575279,56.06158173619441,68742.71845927912,1.0,1.0,0.0,1.0,1.0,0.0,2.7879929556272747,32.86318200256693,772.8108513047713,727.3838860833142,25575.0,21241.0,6.0,21.0,0
19550195.66293098,1.0,13.0,4832.510284230181,3486.1987189397514,1059.2563446088102,15.513667806545989,48.837167216915894,202.936537643871,15.846660002369957,335.78687225269636,254516.182460502,96.10388787390312,978237.0614004384,1072975.8475045015,361408.06202235335,55023.96919082576,38535502.86166105,3748779.049472139,27035137.239589293,3883465.531007691,0.0,0.0,31.0,35.0,277.9661002412213,231.93666997057574,22.52542174340439,410.6809883666831,96.68694107817426,259.15213792258265,6550.371046948278,1.0,0.0,0.0,0.0,1.0,0.0,4.923036883004649,389.3108135555747,487.1095286782751,467.3501721325897,64946.0,18221.0,8.0,28.0,0
22228211.9023861,38.0,33.0,2996.3710640424893,4309.166578896435,1263.4511192368593,25.635545383446377,310.70782621925264,601.376391865295,27.104830543991763,612.8116779603472,453552.45482206333,728.1154556697496,3397955.51903558,1930831.9069634709,1583658.17976162,70502.81965241929,41424426.86897557,1288805.4682940003,10853884.934895098,4052788.058583328,0.0,0.0,27.0,55.0,167.7128359703167,413.37886443638183,35.2762886855571,375.95060492371533,53.50694935300277,49.96590448618182,60668.51073875673,1.0,1.0,0.0,0.0,0.0,0.0,1.2395084491559145,148.21540622106608,344.23305913421467,471.7394849739042,28036.0,36949.0,10.0,29.0,0
28173879.1207372,25.0,18.0,4667.795179137048,695.2300730156579,98.62089733871697,0.4291057990270497,57.98480840480399,128.37153820674274,29.030785388617353,622.4353303861631,209708.56386511234,976.6874141383726,1071247.3543942643,1927159.8244443072,2066139.7321999457,6993.163147686121,58979247.304982886,4333177.551936208,13015750.452224493,3558817.39877602,0.0,0.0,35.0,44.0,136.75054939965702,342.2384974827042,26.673331427618,1478.6322607656043,582.6677244607952,82.12669362713332,91671.89031435693,0.0,1.0,0.0,1.0,1.0,0.0,0.3797418295260374,569.9982378793931,479.4362403099697,150.4871581552989,5162.0,333.0,18.0,33.0,0
11369092.073698057,36.0,32.0,4029.6301414403347,3087.323513087922,334.6018816498209,8.362306344089658,105.24018706935524,1059.3569993904734,22.67751181277547,181.31455146094473,323571.1918918482,319.0080612413913,496685.6960234729,1711284.243404807,9757602.88365271,48112.310176314975,24711194.574618123,3730593.826817866,5712157.112680111,514885.6830276024,1.0,0.0,54.0,22.0,230.5587049667031,321.9406042264875,18.871660295753884,1070.90393029343,613.5968269255673,66.27315713738136,87837.42082231602,0.0,1.0,0.0,1.0,1.0,0.0,2.8097046180058887,640.352300771646,68.213329635938,780.4709078905415,18338.0,16867.0,10.0,23.0,0
7796160.398622964,33.0,38.0,2358.212743714246,511.6749112204757,222.38857178623888,21.003532118690448,546.7383903606376,342.2499906262255,30.336889487390163,754.4003082557173,171246.98040669705,461.74767695173625,1035718.8130445579,375218.58553006715,2194855.2192548322,78221.1195267795,24201860.840544447,4428640.149120956,35087.18740740804,2375637.197577799,1.0,0.0,42.0,49.0,91.58003094673718,325.2638838590759,12.863364114778047,941.9674671272891,677.5854279532861,477.0541395350038,131166.87736089292,0.0,0.0,0.0,0.0,1.0,0.0,1.6439279890505165,198.07143259654237,661.2592736452033,218.91362090867293,9526.0,10840.0,7.0,23.0,0
28542819.8686298,22.0,13.0,3932.4267082908495,3639.5495162262773,776.6152456817604,6.550052170331835,576.3413931231246,481.02449042411223,39.33668303971751,114.11116320607539,204137.51844868343,425.3521478906405,2114247.437326039,1188545.38860316,5162399.206117633,74799.01289524468,55400894.71658101,1080408.0273658987,25917307.714367915,3017426.3814805555,0.0,0.0,52.0,42.0,265.2829952387824,135.96456961185697,3.4354483775029143,47.27804932993043,64.31778915198551,142.43234522194504,220781.72050898088,1.0,0.0,0.0,1.0,1.0,0.0,1.6116938640402212,481.89801700778895,188.98351774018207,585.2942503920078,44945.0,40639.0,13.0,28.0,0
13615334.033703996,16.0,8.0,128.47044852585918,459.08636536466037,1127.974667360113,6.6362747150613455,623.5021325462685,615.4236346800224,16.770895516032205,718.9752242904317,220081.04910595284,52.36773540237243,881515.3575662263,1756294.8493110747,9362407.547085559,81507.3096218754,14753289.344716512,2656932.481338206,46154785.63531199,1228584.6280084485,0.0,0.0,56.0,35.0,353.6412647352997,186.48391865493747,9.785085310361147,309.09260305119176,625.9875028663278,177.60216179800386,73084.55677742479,1.0,0.0,0.0,0.0,0.0,0.0,0.03542677084974022,140.46682191860108,647.5458849279987,640.7201037481437,52454.0,43857.0,15.0,21.0,0
40189169.866955936,31.0,38.0,581.3542239580453,4682.261520595105,959.8172930815421,33.452171622009516,695.056107483417,648.2500642809559,20.583322075421236,98.30860360685125,62990.9284543114,672.5921667922214,674325.4325918132,748927.8728978754,9772155.37184443,44824.0633170607,43789184.962925695,3896570.4479304287,44008253.10154735,213716.5364162358,1.0,0.0,56.0,38.0,288.0721813616226,23.785480432916366,0.44747012347507553,967.8902877406942,313.7002115813338,161.04030314801804,130192.65198979221,1.0,1.0,0.0,1.0,1.0,0.0,2.981197047739665,256.79446824362185,436.8151857456163,364.14809359687723,55111.0,30607.0,8.0,22.0,0
26229677.980420973,7.0,25.0,4153.965929818372,721.5433329874987,1282.6514056524252,39.56532010734422,596.7565454116777,42.42463320520878,0.49879511764852946,226.34105269802265,45952.66716159745,353.98435737339935,4301549.149208485,202212.33187116994,2371240.74948161,82055.70826398607,45274633.719949864,1229253.01523191,1929913.119083209,1118728.0140593585,0.0,0.0,34.0,32.0,47.46155609840692,393.68362677024976,39.465036700998574,594.390216663232,256.60335349211493,449.1252225890719,85034.73842211984,1.0,0.0,0.0,1.0,1.0,0.0,1.3201685113780703,713.260485461518,235.72617065238416,184.73110162266525,41475.0,9176.0,9.0,32.0,0
